name,gender,age,diver_id,dive_number,event,height,date,score,meet
Max Valasek,M,23,32577,101B,1 meter,1,2013-03-16,22.75,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,101B,1 meter,1,2012-06-08,24.7,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,101C,1 meter,1,2012-01-28,24.6,SPA Championships
Max Valasek,M,23,32577,101C,1 meter,1,2011-07-07,15.0,2011 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,101C,1 meter,1,2011-06-17,15.6,2011 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2019-07-30,30.6,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,103B,1 meter,1,2019-06-14,35.7,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,103B,1 meter,1,2019-05-03,39.1,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,103B,1 meter,1,2019-04-26,34.85,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2018-07-29,31.45,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,103B,1 meter,1,2018-06-28,35.7,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,103B,1 meter,1,2018-05-18,40.8,2018 CIF State Swimming and Diving Championships
Max Valasek,M,23,32577,103B,1 meter,1,2018-05-11,37.4,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,103B,1 meter,1,2018-04-27,31.45,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2018-04-14,35.7,Capital Pre Region Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2018-03-08,33.15,2018 Texas All Star Challenge
Max Valasek,M,23,32577,103B,1 meter,1,2017-07-29,32.3,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,103B,1 meter,1,2017-07-05,35.7,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,103B,1 meter,1,2017-04-21,37.4,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2017-04-01,37.4,Capital Pre Region Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2016-08-01,29.75,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,103B,1 meter,1,2016-07-07,34.85,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,103B,1 meter,1,2016-04-29,34.0,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2015-08-01,33.15,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,103B,1 meter,1,2015-06-11,27.2,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,103B,1 meter,1,2015-05-02,32.3,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2015-03-27,30.6,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2014-12-05,30.6,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2014-08-04,27.2,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,103B,1 meter,1,2014-07-10,26.35,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103B,1 meter,1,2014-06-13,30.6,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2014-04-25,30.6,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,103B,1 meter,1,2014-03-07,30.6,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2014-02-15,32.3,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2013-12-13,28.9,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2013-07-11,30.6,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103B,1 meter,1,2013-06-07,20.4,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,103B,1 meter,1,2013-05-24,25.5,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,103B,1 meter,1,2013-03-16,29.75,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,103C,1 meter,1,2012-08-01,21.6,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,103C,1 meter,1,2012-07-12,27.2,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103C,1 meter,1,2012-06-08,30.4,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,103C,1 meter,1,2012-01-28,26.4,SPA Championships
Max Valasek,M,23,32577,103C,1 meter,1,2011-07-07,22.4,2011 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,103C,1 meter,1,2011-06-17,21.6,2011 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,104C,1 meter,1,2014-12-05,38.5,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,104C,1 meter,1,2014-08-04,36.3,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,104C,1 meter,1,2014-07-10,33.0,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,104C,1 meter,1,2014-06-13,34.1,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,104C,1 meter,1,2014-04-25,35.2,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,104C,1 meter,1,2014-03-07,33.0,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,104C,1 meter,1,2014-02-15,30.8,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,104C,1 meter,1,2013-12-13,42.9,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,104C,1 meter,1,2013-07-11,26.4,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,104C,1 meter,1,2013-06-07,31.9,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,104C,1 meter,1,2013-05-24,24.2,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,104C,1 meter,1,2012-08-01,25.3,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,104C,1 meter,1,2012-07-12,12.1,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,105B,1 meter,1,2019-07-30,53.3,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,105B,1 meter,1,2019-06-14,52.0,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,105B,1 meter,1,2019-05-03,57.2,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,105B,1 meter,1,2019-04-26,50.7,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,105B,1 meter,1,2018-07-29,48.1,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,105B,1 meter,1,2018-06-28,50.7,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,105B,1 meter,1,2018-05-18,42.9,2018 CIF State Swimming and Diving Championships
Max Valasek,M,23,32577,105B,1 meter,1,2018-05-11,54.6,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,105B,1 meter,1,2018-04-27,45.5,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,105B,1 meter,1,2018-04-14,53.3,Capital Pre Region Invitational
Max Valasek,M,23,32577,105B,1 meter,1,2018-03-08,46.8,2018 Texas All Star Challenge
Max Valasek,M,23,32577,105B,1 meter,1,2017-07-29,45.5,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,105C,1 meter,1,2017-07-05,44.4,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,105C,1 meter,1,2017-04-21,46.8,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,105C,1 meter,1,2017-04-01,31.2,Capital Pre Region Invitational
Max Valasek,M,23,32577,105C,1 meter,1,2016-08-01,45.6,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,105C,1 meter,1,2016-07-07,46.8,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,105C,1 meter,1,2016-04-29,39.6,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,105C,1 meter,1,2015-08-01,37.2,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,105C,1 meter,1,2015-06-11,33.6,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,105C,1 meter,1,2015-05-02,31.2,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,105C,1 meter,1,2015-03-27,34.8,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,201B,1 meter,1,2019-07-30,33.6,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,201B,1 meter,1,2019-06-14,35.2,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,201B,1 meter,1,2019-05-03,36.8,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,201B,1 meter,1,2019-04-26,29.6,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,201B,1 meter,1,2018-07-29,33.6,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,201B,1 meter,1,2018-06-28,36.0,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,201B,1 meter,1,2018-05-18,30.4,2018 CIF State Swimming and Diving Championships
Max Valasek,M,23,32577,201B,1 meter,1,2018-05-11,31.2,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,201B,1 meter,1,2018-04-27,31.2,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,201B,1 meter,1,2018-04-14,30.4,Capital Pre Region Invitational
Max Valasek,M,23,32577,201B,1 meter,1,2018-03-08,26.4,2018 Texas All Star Challenge
Max Valasek,M,23,32577,201B,1 meter,1,2017-07-29,32.0,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,201B,1 meter,1,2017-07-05,33.6,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,201B,1 meter,1,2017-04-21,31.2,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,201B,1 meter,1,2017-04-01,28.8,Capital Pre Region Invitational
Max Valasek,M,23,32577,201B,1 meter,1,2016-08-01,27.2,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,201B,1 meter,1,2016-07-07,33.6,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,201B,1 meter,1,2016-04-29,28.8,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,201B,1 meter,1,2014-12-05,30.4,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,201C,1 meter,1,2015-08-01,23.25,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,201C,1 meter,1,2015-06-11,24.75,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,201C,1 meter,1,2015-05-02,27.75,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2015-03-27,29.25,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,201C,1 meter,1,2014-08-04,31.5,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,201C,1 meter,1,2014-07-10,30.75,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,1 meter,1,2014-06-13,31.5,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2014-04-25,27.75,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,201C,1 meter,1,2014-03-07,29.25,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2014-02-15,24.75,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,201C,1 meter,1,2013-12-13,24.75,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,201C,1 meter,1,2013-07-11,29.25,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,1 meter,1,2013-06-07,26.25,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2013-05-24,30.75,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,201C,1 meter,1,2013-03-16,21.75,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2012-08-01,26.25,2012 USA DIVING Age Group National Championships
Max Valasek,M,23,32577,201C,1 meter,1,2012-07-12,25.5,2012 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,1 meter,1,2012-06-08,29.25,2012 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,201C,1 meter,1,2012-01-28,25.5,SPA Championships
Max Valasek,M,23,32577,201C,1 meter,1,2011-07-07,24.0,2011 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,201C,1 meter,1,2011-06-17,20.25,2011 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,203B,1 meter,1,2019-07-30,23.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,203B,1 meter,1,2019-06-14,28.75,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,203B,1 meter,1,2018-07-29,32.2,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,203B,1 meter,1,2018-06-28,48.3,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,203B,1 meter,1,2018-05-18,29.9,2018 CIF State Swimming and Diving Championships
Max Valasek,M,23,32577,203B,1 meter,1,2018-05-11,42.55,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,203B,1 meter,1,2018-04-27,21.85,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,203B,1 meter,1,2018-04-14,46.0,Capital Pre Region Invitational
Max Valasek,M,23,32577,203B,1 meter,1,2018-03-08,39.1,2018 Texas All Star Challenge
Max Valasek,M,23,32577,203B,1 meter,1,2017-07-29,41.4,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,203B,1 meter,1,2017-07-05,43.7,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,203B,1 meter,1,2017-04-21,47.15,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,203B,1 meter,1,2017-04-01,44.85,Capital Pre Region Invitational
Max Valasek,M,23,32577,203B,1 meter,1,2016-08-01,32.2,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,203B,1 meter,1,2016-07-07,41.4,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,203C,1 meter,1,2019-05-03,42.0,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,203C,1 meter,1,2019-04-26,33.0,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2016-04-29,36.0,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2015-08-01,27.0,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,203C,1 meter,1,2015-06-11,40.0,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,203C,1 meter,1,2015-05-02,36.0,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2015-03-27,30.0,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,203C,1 meter,1,2014-08-04,39.0,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,203C,1 meter,1,2014-07-10,35.0,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,203C,1 meter,1,2014-06-13,42.0,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2014-04-25,30.0,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,203C,1 meter,1,2014-03-07,24.0,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2014-02-15,26.0,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,203C,1 meter,1,2013-12-13,24.0,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,203C,1 meter,1,2013-07-11,30.0,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,203C,1 meter,1,2013-06-07,30.0,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,203C,1 meter,1,2013-05-24,21.0,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,301B,1 meter,1,2019-07-30,36.55,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,1 meter,1,2019-06-14,35.7,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,1 meter,1,2019-05-03,38.25,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,301B,1 meter,1,2019-04-26,35.7,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301B,1 meter,1,2018-07-29,27.2,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,301B,1 meter,1,2018-06-28,37.4,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,301B,1 meter,1,2018-05-11,44.2,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,301B,1 meter,1,2018-04-27,26.35,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301B,1 meter,1,2018-04-14,32.3,Capital Pre Region Invitational
Max Valasek,M,23,32577,301B,1 meter,1,2018-03-08,30.6,2018 Texas All Star Challenge
Max Valasek,M,23,32577,301B,1 meter,1,2017-07-29,32.3,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,301B,1 meter,1,2017-07-05,22.95,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,301B,1 meter,1,2017-04-21,34.0,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,301B,1 meter,1,2017-04-01,35.7,Capital Pre Region Invitational
Max Valasek,M,23,32577,301B,1 meter,1,2016-08-01,28.05,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,301B,1 meter,1,2016-07-07,29.75,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,301B,1 meter,1,2016-04-29,28.9,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2015-08-01,23.2,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,301C,1 meter,1,2015-06-11,30.4,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,301C,1 meter,1,2015-05-02,29.6,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2015-03-27,31.2,2015 Rose Bowl Diving Invitational
Max Valasek,M,23,32577,301C,1 meter,1,2014-12-05,31.2,2014 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,301C,1 meter,1,2014-08-04,23.2,2014 USA DIVING JUNIOR NATIONAL DIVING CHAMPIONSHIPS
Max Valasek,M,23,32577,301C,1 meter,1,2014-07-10,26.4,2014 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,1 meter,1,2014-06-13,21.6,2014 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2014-04-25,33.6,2014 USA Diving Junior West National Championships
Max Valasek,M,23,32577,301C,1 meter,1,2014-03-07,28.0,2014 USA Diving Spring Junior Region 10 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2014-02-15,28.8,2014 Rose Bowl Invitational
Max Valasek,M,23,32577,301C,1 meter,1,2013-12-13,29.6,2013 Chris Vonk Memorial Diving Invitational
Max Valasek,M,23,32577,301C,1 meter,1,2013-07-11,19.2,2013 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,1 meter,1,2013-06-07,33.6,2013 USA Diving Summer Junior Region 10 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2013-05-24,20.0,Greg Louganis Southern California Invitational
Max Valasek,M,23,32577,301C,1 meter,1,2013-03-16,25.6,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,301C,1 meter,1,2012-01-28,19.2,SPA Championships
Max Valasek,M,23,32577,301C,1 meter,1,2011-07-07,19.2,2011 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,301C,1 meter,1,2011-06-17,25.6,2011 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,302C,1 meter,1,2013-03-16,27.2,2013 USA Diving Spring Junior Region 9 Championships
Max Valasek,M,23,32577,302C,1 meter,1,2011-07-07,25.6,2011 USA Diving Summer Junior Zone E Championships
Max Valasek,M,23,32577,302C,1 meter,1,2011-06-17,22.4,2011 USA Diving Summer Junior Region 9 Championships
Max Valasek,M,23,32577,303C,1 meter,1,2019-07-30,42.0,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,303C,1 meter,1,2019-06-14,37.8,2019 USA Diving Zone E Championships
Max Valasek,M,23,32577,303C,1 meter,1,2019-05-03,44.1,CIF Central Coast Section 2019 Diving Championship
Max Valasek,M,23,32577,303C,1 meter,1,2019-04-26,40.95,2019 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,303C,1 meter,1,2018-07-29,22.05,2018 USA Diving Junior National Championships
Max Valasek,M,23,32577,303C,1 meter,1,2018-06-28,44.1,2018 USA Diving Zone E Championships
Max Valasek,M,23,32577,303C,1 meter,1,2018-05-18,34.65,2018 CIF State Swimming and Diving Championships
Max Valasek,M,23,32577,303C,1 meter,1,2018-05-11,48.3,CIF Central Coast Section 2018 Diving Championship
Max Valasek,M,23,32577,303C,1 meter,1,2018-04-27,27.3,2018 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,303C,1 meter,1,2018-04-14,46.2,Capital Pre Region Invitational
Max Valasek,M,23,32577,303C,1 meter,1,2018-03-08,35.7,2018 Texas All Star Challenge
Max Valasek,M,23,32577,303C,1 meter,1,2017-07-29,34.65,2017 USA Diving National Diving Championships
Max Valasek,M,23,32577,303C,1 meter,1,2017-07-05,42.0,2017 USA Diving National Preliminary Zone E Championships
Max Valasek,M,23,32577,303C,1 meter,1,2017-04-21,40.95,2017 USA Diving Junior Region 10 Championships
Max Valasek,M,23,32577,303C,1 meter,1,2017-04-01,33.6,Capital Pre Region Invitational
Max Valasek,M,23,32577,303C,1 meter,1,2016-08-01,35.7,2016 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,303C,1 meter,1,2016-07-07,34.65,2016 USA Diving National Zone F Meet
Max Valasek,M,23,32577,303C,1 meter,1,2016-04-29,31.5,2016 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,303C,1 meter,1,2015-08-01,29.4,2015 USA Diving ATT National Diving Championships
Max Valasek,M,23,32577,303C,1 meter,1,2015-06-11,37.8,2015 USA Diving National Preliminary Zone F Championships
Max Valasek,M,23,32577,303C,1 meter,1,2015-05-02,27.3,2015 USA Diving Junior Region 12 Championships
Max Valasek,M,23,32577,401B,1 meter,1,2019-07-30,32.25,2019 USA Diving Junior National Championships
Max Valasek,M,23,32577,401B,1 meter,1,2019-06-14,30.0,2019 USA Diving Zone E Championships
